# Simple Text Format
# Sampling Rate (Hz):= 2000.0
# Resolution:= 12
# Units:= Volts
# Labels:= PCG	ECG
1.29260	1.55187
1.27648	1.55832
1.25311	1.56637
1.23458	1.56879
1.21604	1.57766
1.20154	1.58410
1.19106	1.58894
1.18703	1.59297
1.18864	1.59458
1.19670	1.59941
1.20396	1.60022
1.22088	1.60103
1.24183	1.60586
1.26601	1.60667
1.28132	1.60908
1.29985	1.60908
1.31436	1.61150
1.32725	1.61231
1.33773	1.61311
1.34337	1.61473
1.35143	1.61311
1.35385	1.61956
1.36029	1.61634
1.37480	1.61875
1.38608	1.62198
1.39817	1.62278
1.40703	1.62440
1.42557	1.62762
1.44410	1.62923
1.45780	1.63245
1.47231	1.63568
1.48520	1.63890
1.49729	1.64454
1.50857	1.64615
1.51663	1.64857
1.52227	1.65421
1.51744	1.65744
1.51018	1.65985
1.50615	1.66469
1.49326	1.66791
1.48278	1.67114
1.46989	1.67194
1.45941	1.67597
1.45619	1.67436
1.44652	1.67919
1.44410	1.68081
1.44249	1.68000
1.44088	1.68242
1.44330	1.67758
1.44168	1.68242
1.44007	1.67597
1.43604	1.68000
1.43363	1.67597
1.43282	1.67355
1.43040	1.67355
1.42396	1.67194
1.41912	1.67114
1.41267	1.66872
1.40864	1.66630
1.40139	1.66388
1.39333	1.66227
1.39011	1.66066
1.38527	1.65905
1.38286	1.65985
1.37963	1.66066
1.37802	1.66066
1.37238	1.66066
1.36835	1.66308
1.36271	1.66388
1.35385	1.66711
1.34659	1.67114
1.33692	1.67194
1.32806	1.67355
1.32161	1.67919
1.30791	1.68403
1.30066	1.68725
1.29421	1.69289
1.28535	1.69692
1.28535	1.69773
1.28212	1.70095
1.28454	1.70498
1.28938	1.70740
1.29824	1.71062
1.31033	1.71143
1.32242	1.71465
1.33370	1.71385
1.34982	1.71546
1.35949	1.71465
1.37883	1.71304
1.38286	1.71546
1.39333	1.71304
1.40059	1.71143
1.40542	1.71062
1.41267	1.70982
1.41348	1.70659
1.41751	1.70498
1.41912	1.70337
1.42073	1.69853
1.42637	1.69612
1.42396	1.69612
1.42396	1.69612
1.42718	1.69209
1.42718	1.69209
1.42718	1.68967
1.42234	1.69048
1.42154	1.69048
1.41670	1.69289
1.41429	1.69048
1.41106	1.69370
1.40784	1.69692
1.40462	1.69773
1.39978	1.69853
1.39253	1.70095
1.39092	1.70176
1.38366	1.70740
1.38125	1.70982
1.37963	1.71223
1.37963	1.71546
1.37963	1.71949
1.37963	1.72352
1.37883	1.72352
1.37560	1.72674
1.37641	1.73158
1.37883	1.73238
1.37963	1.73560
1.37722	1.73722
1.37963	1.73560
1.38044	1.73641
1.38527	1.73560
1.38205	1.73641
1.38527	1.73399
1.38527	1.73077
1.38769	1.72996
1.39011	1.72755
1.38850	1.72271
1.39011	1.72271
1.39253	1.72190
1.39333	1.71868
1.39736	1.71304
1.39656	1.71304
1.39495	1.71062
1.40059	1.70901
1.40059	1.70821
1.40059	1.70740
1.40059	1.70579
1.40139	1.71062
1.40139	1.70659
1.40059	1.70740
1.40139	1.70901
1.39817	1.70982
1.39495	1.70982
1.39333	1.71062
1.39172	1.71465
1.39253	1.71304
1.39011	1.71949
1.39092	1.72352
1.39092	1.72432
1.39172	1.72916
1.39333	1.73077
1.39253	1.73238
1.39414	1.73641
1.39575	1.74044
1.39817	1.74527
1.40139	1.74447
1.40059	1.74930
1.40059	1.74930
1.39978	1.74930
1.40139	1.74930
1.40139	1.74850
1.39656	1.75011
1.39656	1.74930
1.39817	1.74769
1.39736	1.74689
1.40059	1.74366
1.40059	1.74527
1.40059	1.74044
1.39817	1.73560
1.40059	1.73480
1.40381	1.73238
1.40300	1.73077
1.39978	1.72916
1.40220	1.72674
1.40139	1.72432
1.40381	1.72352
1.40462	1.72352
1.40462	1.72513
1.40381	1.72352
1.40542	1.72432
1.40542	1.72432
1.40542	1.72755
1.40542	1.74930
1.40542	1.73399
1.40623	1.73560
1.40623	1.73802
1.40623	1.74366
1.40703	1.74769
1.40623	1.74930
1.40623	1.75414
1.40542	1.75333
1.40542	1.76462
1.40462	1.76945
1.40542	1.77187
1.40381	1.77348
1.40542	1.77590
1.40139	1.77832
1.40059	1.77993
1.40139	1.78073
1.39817	1.78234
1.40220	1.78073
1.39736	1.78396
1.39817	1.78234
1.40139	1.77751
1.40059	1.77670
1.40300	1.77509
1.39817	1.77509
1.39897	1.77348
1.39495	1.77026
1.39414	1.76864
1.39414	1.76381
1.39253	1.76300
1.39253	1.76300
1.39092	1.75656
1.39253	1.75495
1.39414	1.75172
1.39172	1.75333
1.39172	1.75253
1.39092	1.75172
1.39011	1.75495
1.38850	1.75333
1.38447	1.75736
1.38366	1.76300
1.38286	1.76462
1.38125	1.76784
1.38366	1.77026
1.37963	1.77509
1.38205	1.77590
1.38205	1.77912
1.38205	1.78396
1.38447	1.78879
1.38527	1.79201
1.38930	1.79363
1.38850	1.79846
1.38850	1.80088
1.39092	1.80088
1.38850	1.80410
1.38850	1.80330
1.38447	1.80491
1.38447	1.80652
1.38527	1.80168
1.38447	1.80330
1.38527	1.80491
1.38608	1.80168
1.38527	1.80088
1.38769	1.79846
1.38447	1.79766
1.38125	1.79363
1.38044	1.78799
1.37963	1.78799
1.37963	1.78718
1.37722	1.78234
1.37480	1.78396
1.37238	1.77993
1.37319	1.77912
1.37560	1.77912
1.37560	1.77912
1.37802	1.77912
1.37963	1.77912
1.37802	1.78073
1.37963	1.78315
1.37802	1.78637
1.37883	1.79121
1.37883	1.79201
1.37963	1.79927
1.38366	1.80088
1.38205	1.80491
1.38205	1.80974
1.38125	1.81377
1.38286	1.81700
1.38689	1.82183
1.38527	1.82667
1.38769	1.83150
1.39172	1.83795
1.39253	1.83956
1.39736	1.84440
1.39817	1.84681
1.39817	1.84762
1.39495	1.84842
1.39495	1.85004
1.39736	1.85165
1.39414	1.85165
1.39495	1.85084
1.39495	1.85084
1.39414	1.84842
1.39656	1.84520
1.39495	1.84037
1.39495	1.84117
1.39333	1.83795
1.39253	1.83714
1.39495	1.83473
1.39414	1.83150
1.39333	1.82989
1.39253	1.82667
1.39253	1.82667
1.39575	1.82586
1.39333	1.82667
1.39333	1.82667
1.39414	1.82747
1.39414	1.82747
1.39575	1.83150
1.39253	1.83311
1.39253	1.83714
1.39253	1.84198
1.39172	1.84520
1.39253	1.84842
1.39172	1.85407
1.39092	1.85971
1.39253	1.86051
1.39253	1.86938
1.39253	1.87341
1.39092	1.87824
1.39253	1.87985
1.39092	1.88549
1.38850	1.88872
1.38769	1.89194
1.38447	1.89516
1.38689	1.89919
1.38769	1.90000
1.38850	1.90322
1.39172	1.90403
1.39172	1.90403
1.39092	1.90403
1.39011	1.90403
1.39011	1.90403
1.39092	1.90161
1.38769	1.90242
1.38689	1.90161
1.38689	1.90000
1.38850	1.90161
1.39011	1.90081
1.38850	1.90322
1.38850	1.90161
1.38689	1.90403
1.38447	1.90403
1.38366	1.90645
1.38850	1.90967
1.38527	1.91531
1.38930	1.91773
1.39011	1.92256
1.39172	1.92982
1.39011	1.93304
1.39011	1.94190
1.39011	1.94996
1.38850	1.95560
1.39172	1.96689
1.39011	1.97736
1.38930	1.98139
1.39011	1.99026
1.39172	1.99912
1.39253	2.00637
1.39253	2.01443
1.39253	2.02168
1.39092	2.02894
1.38527	2.03297
1.38689	2.03780
1.38366	2.04586
1.38527	2.04989
1.38527	2.05473
1.38527	2.05795
1.38930	2.05875
1.38527	2.05956
1.38527	2.06037
1.38205	2.05956
1.38366	2.05875
1.38689	2.05875
1.38689	2.05795
1.38930	2.05634
1.39172	2.05634
1.39253	2.05311
1.39253	2.04747
1.39172	2.04747
1.39011	2.04505
1.39092	2.04344
1.38850	2.04183
1.39092	2.04022
1.38850	2.04344
1.39011	2.04425
1.39011	2.04183
1.39172	2.04344
1.39172	2.04667
1.39011	2.05070
1.38850	2.05392
1.38850	2.05634
1.38769	2.06037
1.38930	2.06278
1.38769	2.06923
1.38930	2.07487
1.39011	2.07729
1.39092	2.08212
1.39333	2.08454
1.39092	2.08857
1.38769	2.09421
1.39011	2.09744
1.38930	2.10388
1.39011	2.10227
1.39011	2.10630
1.39172	2.10872
1.39172	2.10791
1.39172	2.10791
1.39172	2.10469
1.38850	2.10308
1.38769	2.10066
1.38850	2.09663
1.38769	2.09421
1.39092	2.08857
1.39092	2.08454
1.39092	2.08051
1.39011	2.07407
1.39092	2.07084
1.39253	2.06440
1.38850	2.05956
1.38769	2.05553
1.38527	2.04989
1.38689	2.04344
1.38527	2.03861
1.38527	2.03297
1.38366	2.03297
1.38447	2.02652
1.38447	2.02249
1.38850	2.02007
1.38769	2.01927
1.39011	2.01443
1.39092	2.01201
1.39414	2.01121
1.39495	2.00960
1.39333	2.00799
1.39253	2.00718
1.39172	2.00799
1.39011	2.00799
1.39011	2.00637
1.38769	2.00557
1.38850	2.00637
1.39092	1.99993
1.39172	1.99912
1.39414	1.99509
1.39333	1.99429
1.39897	1.98864
1.39736	1.98381
1.39817	1.98059
1.39978	1.97414
1.39253	1.96850
1.39253	1.96286
1.39253	1.95641
1.39253	1.95077
1.39333	1.94190
1.39495	1.93143
1.39736	1.92740
1.39736	1.91692
1.39495	1.90967
1.39575	1.90403
1.39333	1.89678
1.39253	1.88872
1.39253	1.87905
1.39253	1.87663
1.39333	1.86777
1.39253	1.86535
1.39172	1.85971
1.39333	1.85326
1.39575	1.85245
1.39817	1.84681
1.39495	1.84520
1.39495	1.84198
1.39495	1.83875
1.39253	1.83795
1.39414	1.83473
1.39172	1.83553
1.39253	1.83634
1.39495	1.83553
1.39575	1.83392
1.39817	1.83150
1.39656	1.83231
1.39495	1.83231
1.39414	1.82828
1.39333	1.83392
1.39495	1.82828
1.39495	1.82667
1.39656	1.82667
1.39656	1.82586
1.39817	1.82183
1.39978	1.81700
1.39495	1.81458
1.39414	1.81216
1.39172	1.80571
1.39172	1.80168
1.39253	1.79524
1.39253	1.79363
1.39253	1.78637
1.39092	1.77912
1.39172	1.77590
1.39092	1.77106
1.38769	1.76703
1.38286	1.75736
1.38366	1.75333
1.38044	1.74930
1.38044	1.74769
1.37963	1.74447
1.37963	1.74125
1.37963	1.73963
1.37963	1.74044
1.38447	1.73883
1.38205	1.74044
1.38689	1.74044
1.38689	1.74044
1.38850	1.74044
1.39092	1.74527
1.38769	1.74850
1.38930	1.74930
1.38366	1.75333
1.38366	1.75414
1.38286	1.75736
1.37963	1.76300
1.37963	1.76381
1.37963	1.76703
1.38044	1.77106
1.38205	1.77026
1.38205	1.77187
1.38205	1.77106
1.38366	1.77187
1.38205	1.77267
1.38366	1.76945
1.37963	1.76703
1.38044	1.76300
1.38125	1.75656
1.38205	1.75172
1.38447	1.74930
1.38366	1.74850
1.38205	1.74205
1.38205	1.73722
1.38044	1.73641
1.38366	1.73077
1.38205	1.72593
1.38769	1.72352
1.38689	1.72110
1.39011	1.71788
1.39253	1.71304
1.39253	1.71304
1.39736	1.71304
1.39897	1.71062
1.40462	1.71143
1.40784	1.71062
1.40945	1.71062
1.41348	1.71223
1.41912	1.71385
1.41912	1.71465
1.42234	1.72271
1.42557	1.72352
1.42960	1.72674
1.43121	1.72916
1.43201	1.73158
1.44330	1.73399
1.44813	1.73963
1.45700	1.74125
1.47070	1.74527
1.48278	1.74527
1.49729	1.74930
1.50696	1.74930
1.52066	1.74930
1.53355	1.74930
1.54242	1.75011
1.54645	1.74930
1.54000	1.74689
1.52066	1.74850
1.48359	1.74366
1.43363	1.74125
1.37802	1.73883
1.31678	1.73560
1.25634	1.73077
1.20073	1.72916
1.16286	1.72352
1.13707	1.72271
1.12659	1.71626
1.12901	1.71143
1.14271	1.71143
1.16044	1.70982
1.18864	1.70740
1.22491	1.70740
1.26842	1.70498
1.30630	1.70337
1.34982	1.70176
1.38527	1.70176
1.41912	1.70337
1.44733	1.70821
1.47231	1.70901
1.48842	1.71062
1.49971	1.71465
1.50454	1.71788
1.50051	1.72110
1.49487	1.72513
1.48278	1.72593
1.46828	1.73238
1.45297	1.73399
1.43685	1.74125
1.42879	1.74527
1.42234	1.74527
1.42396	1.74930
1.42637	1.74930
1.43201	1.75495
1.44168	1.75495
1.44168	1.75333
1.44007	1.75172
1.43443	1.75092
1.42960	1.75011
1.42073	1.74930
1.41026	1.74930
1.40462	1.74447
1.39736	1.74205
1.39253	1.74044
1.39172	1.73560
1.39092	1.73399
1.38850	1.72916
1.38366	1.72916
1.38125	1.72352
1.37963	1.72352
1.37399	1.72190
1.37158	1.72271
1.36755	1.72110
1.36513	1.72029
1.36271	1.72110
1.35788	1.72352
1.36190	1.72352
1.35788	1.72513
1.35626	1.72755
1.35546	1.73077
1.35385	1.73560
1.35465	1.73722
1.35304	1.74205
1.35465	1.74930
1.35626	1.75092
1.35626	1.75414
1.36190	1.76300
1.36271	1.76542
1.36916	1.77026
1.37077	1.77429
1.37238	1.77590
1.37641	1.77993
1.37560	1.78154
1.37722	1.78154
1.37963	1.78396
1.37963	1.78315
1.38366	1.78234
1.38850	1.77912
1.39092	1.77832
1.39253	1.77670
1.39333	1.77509
1.39253	1.77267
1.39253	1.76703
1.39092	1.76462
1.38850	1.75736
1.38689	1.75172
1.38850	1.74930
1.38850	1.74930
1.38769	1.74527
1.38689	1.74366
1.38608	1.74044
1.38769	1.73802
1.38769	1.73883
1.38527	1.73560
1.38527	1.73641
1.38689	1.73802
1.38689	1.73883
1.38366	1.74044
1.38125	1.74366
1.38205	1.74608
1.37963	1.74930
1.37963	1.74930
1.37963	1.75414
1.37963	1.75575
1.37963	1.76381
1.38125	1.76462
1.38527	1.77348
1.38850	1.77429
1.39092	1.77670
1.39253	1.77993
1.39172	1.78315
1.39172	1.78476
1.39172	1.78799
1.39092	1.78799
1.39172	1.78718
1.39253	1.79040
1.39253	1.78879
1.39253	1.78799
1.39253	1.78718
1.39172	1.78557
1.39172	1.78234
1.39253	1.77912
1.39172	1.77912
1.39172	1.77912
1.39253	1.77751
1.39253	1.77590
1.39414	1.77429
1.39253	1.77509
1.39172	1.77267
1.39092	1.77509
1.38769	1.77509
1.39011	1.77509
1.38527	1.77751
1.39011	1.77912
1.39011	1.78315
1.39011	1.78396
1.39253	1.78799
1.39253	1.78879
1.39414	1.79524
1.39575	1.80088
1.39495	1.80168
1.39817	1.80813
1.39978	1.81377
1.39897	1.81538
1.39817	1.82264
1.39736	1.82747
1.39656	1.82989
1.39495	1.83634
1.39253	1.84198
1.39253	1.84681
1.39172	1.85084
1.39253	1.85004
1.39253	1.85245
1.39092	1.85648
1.39092	1.85648
1.39253	1.85729
1.39253	1.85407
1.39092	1.85568
1.39172	1.85245
1.39172	1.85245
1.39253	1.85084
1.39253	1.84762
1.39253	1.84359
1.39414	1.83956
1.39575	1.83473
1.39656	1.83150
1.40139	1.82828
1.40059	1.82667
1.39897	1.82425
1.39656	1.82344
1.39414	1.82103
1.39414	1.81861
1.39333	1.81861
1.39253	1.81941
1.39253	1.82264
1.39333	1.81538
1.39736	1.82103
1.39656	1.82425
1.39333	1.82667
1.39817	1.82667
1.39333	1.83231
1.39656	1.83634
1.39333	1.84037
1.39414	1.84520
1.39333	1.85004
1.39253	1.85245
1.39414	1.85648
1.39333	1.86132
1.39575	1.86535
1.39495	1.86938
1.39817	1.87179
1.40139	1.87099
1.39978	1.87582
1.40059	1.87824
1.40059	1.87744
1.40300	1.87824
1.40300	1.87582
1.40139	1.87663
1.40139	1.87260
1.39817	1.86938
1.39817	1.86777
1.39817	1.86535
1.39253	1.86374
1.39011	1.86051
1.38850	1.85487
1.38850	1.85245
1.39172	1.84923
1.39011	1.84842
1.39011	1.84681
1.39172	1.84359
1.39253	1.84037
1.39495	1.83875
1.39817	1.84117
1.40059	1.83956
1.40220	1.84037
1.40462	1.84037
1.40462	1.84198
1.40059	1.84359
1.39656	1.84520
1.39414	1.85004
1.39253	1.85245
1.39333	1.85407
1.39253	1.86132
1.39333	1.86293
1.39495	1.86615
1.39575	1.87018
1.39817	1.87421
1.39495	1.87824
1.39414	1.87824
1.39414	1.88630
1.39172	1.88388
1.39414	1.88872
1.39253	1.89033
1.39333	1.89194
1.39414	1.89194
1.39495	1.89275
1.39656	1.89033
1.39253	1.88872
1.39253	1.88549
1.39253	1.88388
1.39172	1.87824
1.39253	1.87260
1.39011	1.87260
1.39011	1.86777
1.39172	1.86454
1.39253	1.85729
1.39253	1.85326
1.39253	1.85165
1.39253	1.84762
1.39736	1.84198
1.39817	1.83956
1.39656	1.83875
1.39495	1.83634
1.39253	1.83553
1.39172	1.83553
1.38850	1.83473
1.38850	1.83473
1.38850	1.83875
1.38769	1.84037
1.39092	1.84117
1.39172	1.84762
1.39253	1.85004
1.39092	1.85245
1.39011	1.85245
1.38689	1.86051
1.38366	1.86374
1.38366	1.86615
1.38125	1.87099
1.37963	1.87341
1.37883	1.87421
1.37963	1.87824
1.38125	1.87824
1.37963	1.87985
1.37963	1.87985
1.37963	1.87905
1.37883	1.87824
1.37883	1.87582
1.37399	1.87502
1.37238	1.87099
1.36996	1.86615
1.37238	1.86212
1.37560	1.85487
1.37802	1.85165
1.37963	1.84842
1.38044	1.83956
1.38366	1.83634
1.39011	1.82747
1.38850	1.82425
1.38689	1.81861
1.38447	1.81377
1.38044	1.81136
1.38044	1.80571
1.37883	1.80491
1.37560	1.80249
1.37560	1.80088
1.37560	1.80007
1.37641	1.80088
1.37560	1.80088
1.37641	1.80168
1.37802	1.80168
1.37963	1.80652
1.38205	1.80652
1.38205	1.81216
1.38527	1.81458
1.38850	1.82183
1.39253	1.82425
1.39253	1.82667
1.39253	1.83070
1.39333	1.83392
1.39253	1.83875
1.39253	1.84117
1.39333	1.83956
1.39172	1.84440
1.39253	1.84681
1.39333	1.84842
1.39414	1.84681
1.39736	1.84278
1.39656	1.84520
1.39817	1.84117
1.39978	1.83875
1.39978	1.83231
1.40220	1.83070
1.40220	1.82747
1.40139	1.82425
1.40139	1.82264
1.40139	1.81780
1.40542	1.81377
1.40542	1.81216
1.40542	1.80894
1.40542	1.80088
1.40381	1.80088
1.40542	1.79927
1.39978	1.80088
1.39575	1.79685
1.39495	1.79524
1.39333	1.79282
1.39172	1.79363
1.39656	1.79685
1.39978	1.79604
1.40139	1.79927
1.40300	1.80088
1.40139	1.80088
1.39817	1.80330
1.39495	1.80491
1.39333	1.80813
1.39253	1.81297
1.39817	1.81377
1.39495	1.81538
1.39253	1.82183
1.39414	1.82183
1.39253	1.82425
1.39172	1.82425
1.38850	1.82828
1.39092	1.82667
1.39333	1.82667
1.39253	1.82667
1.39575	1.82586
1.39736	1.82586
1.39414	1.82505
1.39656	1.82586
1.39656	1.82022
1.39817	1.81780
1.39575	1.81619
1.39253	1.81377
1.39253	1.81136
1.39253	1.80894
1.39414	1.80330
1.39253	1.80249
1.39253	1.80088
1.39253	1.79927
1.39172	1.79604
1.39333	1.79685
1.39092	1.79685
1.39011	1.79524
1.38850	1.79604
1.39092	1.79685
1.39253	1.79685
1.39011	1.80007
1.39011	1.79927
1.39092	1.80088
1.38850	1.80249
1.38930	1.80249
1.38850	1.80813
1.38608	1.81136
1.38850	1.81377
1.38769	1.81619
1.39092	1.81861
1.38769	1.82183
1.38769	1.82667
1.38850	1.82747
1.38527	1.82828
1.39011	1.82908
1.39092	1.83231
1.38930	1.83473
1.38527	1.83553
1.38447	1.83231
1.38366	1.83070
1.38366	1.83392
1.38366	1.82828
1.38366	1.83070
1.38447	1.82667
1.38689	1.82425
1.38447	1.82183
1.38366	1.81780
1.38205	1.81538
1.38044	1.81538
1.37963	1.81136
1.37963	1.81055
1.37963	1.80652
1.37963	1.80410
1.38044	1.80249
1.38527	1.80249
1.38447	1.80249
1.38527	1.80168
1.38527	1.79927
1.38689	1.80088
1.38689	1.80168
1.38366	1.80330
1.38205	1.80168
1.38205	1.80813
1.38447	1.80813
1.38769	1.80894
1.38527	1.81297
1.38689	1.81619
1.38447	1.82103
1.38366	1.82264
1.38447	1.82264
1.38286	1.82667
1.37963	1.82828
1.37963	1.83231
1.37963	1.83473
1.37963	1.83714
1.38044	1.83795
1.38044	1.84198
1.38044	1.84359
1.38125	1.84440
1.38689	1.84359
1.38850	1.84440
1.39172	1.84520
1.39253	1.84520
1.39253	1.84520
1.39495	1.84198
1.39333	1.84198
1.39172	1.84037
1.38850	1.83956
1.38366	1.83795
1.38608	1.83795
1.38527	1.83553
1.38527	1.83473
1.38769	1.83553
1.39011	1.83473
1.39253	1.83231
1.39253	1.83473
1.39333	1.83392
1.39495	1.83473
1.39092	1.83473
1.39253	1.83714
1.38769	1.83875
1.38447	1.84037
1.38689	1.84359
1.38527	1.84601
1.38850	1.84762
1.38527	1.85245
1.38447	1.85245
1.38769	1.85729
1.38930	1.86051
1.39253	1.86293
1.39253	1.86535
1.39253	1.86535
1.39333	1.87018
1.39253	1.87099
1.39333	1.87260
1.39092	1.87582
1.39172	1.87582
1.39092	1.87582
1.39172	1.87663
1.39172	1.87421
1.39253	1.87260
1.39414	1.87341
1.39333	1.87018
1.39253	1.86777
1.39011	1.86535
1.39172	1.86374
1.39092	1.85971
1.38850	1.85648
1.39011	1.85487
1.38930	1.85245
1.39011	1.85084
1.38850	1.85004
1.38769	1.84842
1.38850	1.84762
1.38850	1.84359
1.39172	1.84440
1.39414	1.84278
1.39414	1.84520
1.39817	1.84681
1.39817	1.84762
1.39817	1.84842
1.39817	1.85084
1.39656	1.85245
1.39656	1.85245
1.39736	1.85810
1.39817	1.86132
1.39978	1.86535
1.40059	1.86615
1.39736	1.87421
1.39736	1.87663
1.39656	1.87824
1.39817	1.88147
1.39495	1.88549
1.39575	1.88630
1.39978	1.89114
1.40139	1.89275
1.40139	1.89516
1.40462	1.89839
1.40139	1.89839
1.39817	1.90000
1.39736	1.89839
1.39736	1.89839
1.39978	1.89839
1.39656	1.89516
1.39575	1.89516
1.39656	1.89114
1.39414	1.89033
1.39333	1.88711
1.39253	1.88711
1.39172	1.88549
1.39092	1.88147
1.39253	1.87905
1.39495	1.87905
1.39817	1.87905
1.40220	1.87824
1.40381	1.88549
1.40542	1.87824
1.40462	1.87905
1.40220	1.87824
1.40059	1.88227
1.39414	1.88147
1.39253	1.88388
1.39333	1.88791
1.39092	1.89114
1.39011	1.89355
1.38689	1.89839
1.38850	1.90322
1.38930	1.90322
1.39011	1.90564
1.38850	1.90967
1.38689	1.91531
1.38689	1.91692
1.38850	1.91692
1.38769	1.92015
1.38930	1.92095
1.38930	1.92498
1.39172	1.92418
1.39172	1.92498
1.39092	1.92579
1.39011	1.92015
1.39092	1.92095
1.39011	1.91934
1.38769	1.91692
1.38689	1.91289
1.38850	1.90725
1.39092	1.90403
1.39092	1.90242
1.39253	1.90000
1.39575	1.89275
1.39414	1.89033
1.39656	1.88791
1.39333	1.88227
1.39092	1.88227
1.39092	1.87824
1.38769	1.87744
1.38850	1.87824
1.39011	1.87824
1.39253	1.87824
1.39333	1.87824
1.39575	1.87824
1.39817	1.87824
1.39736	1.88308
1.39656	1.88630
1.39736	1.89114
1.39736	1.89597
1.39978	1.90161
1.40059	1.90484
1.39817	1.90806
1.40059	1.91531
1.40059	1.91692
1.39656	1.92659
1.39414	1.92901
1.39333	1.92982
1.39333	1.93385
1.39333	1.93546
1.39333	1.93868
1.39253	1.94029
1.39253	1.94110
1.39011	1.94432
1.38850	1.93707
1.38205	1.94029
1.38044	1.93546
1.37963	1.93385
1.38286	1.92982
1.38689	1.92579
1.38689	1.92256
1.38850	1.91692
1.39092	1.91289
1.39011	1.90967
1.39253	1.90403
1.38769	1.90161
1.38366	1.89597
1.38205	1.89194
1.38044	1.88872
1.38366	1.88388
1.38125	1.88308
1.38205	1.88066
1.38205	1.87905
1.38125	1.87824
1.38366	1.87824
1.38205	1.87824
1.38366	1.87905
1.38689	1.87985
1.38447	1.88227
1.38850	1.88549
1.38850	1.88630
1.38850	1.88952
1.38689	1.89516
1.38769	1.89839
1.38689	1.89839
1.38205	1.90322
1.38125	1.90403
1.37963	1.90645
1.38044	1.90645
1.38286	1.90886
1.38205	1.91128
1.38527	1.91209
1.38769	1.91209
1.38850	1.91209
1.39172	1.90806
1.39172	1.90645
1.39253	1.90403
1.39333	1.90242
1.39333	1.89919
1.39253	1.89275
1.39253	1.89194
1.39253	1.88711
1.39172	1.88227
1.39011	1.87824
1.39011	1.87744
1.38850	1.87260
1.39092	1.86938
1.39172	1.86615
1.39253	1.86374
1.39333	1.86132
1.39253	1.85971
1.39333	1.86051
1.39333	1.85648
1.39333	1.85648
1.39736	1.85729
1.39736	1.85810
1.39736	1.86212
1.39495	1.86212
1.39414	1.86293
1.39495	1.86454
1.39333	1.86696
1.39092	1.86857
1.38930	1.87421
1.39092	1.87744
1.39253	1.87824
1.39253	1.88227
1.39253	1.88469
1.39333	1.88711
1.39333	1.88952
1.39414	1.88872
1.39172	1.89033
1.39253	1.88711
1.39253	1.88952
1.39092	1.88711
1.39253	1.88308
1.38769	1.88388
1.38689	1.87905
1.38447	1.87582
1.38447	1.87260
1.38608	1.86615
1.38850	1.86293
1.39011	1.85810
1.39253	1.85568
1.39333	1.85004
1.39495	1.84520
1.39253	1.84037
1.39253	1.83473
1.39253	1.83231
1.39253	1.82828
1.39495	1.82667
1.39495	1.82667
1.39414	1.82667
1.39817	1.82505
1.39495	1.82747
1.39495	1.82667
1.39253	1.82747
1.39172	1.82989
1.39172	1.83473
1.39253	1.83714
1.39656	1.83956
1.39495	1.84762
1.39575	1.85084
1.39656	1.85245
1.39495	1.85487
1.39736	1.86293
1.39656	1.86535
1.39495	1.86938
1.39333	1.87341
1.39575	1.87341
1.39656	1.87824
1.39656	1.87824
1.39656	1.87905
1.39656	1.87824
1.39495	1.87905
1.39656	1.87985
1.39333	1.87824
1.39253	1.87663
1.39253	1.87341
1.39172	1.86938
1.39172	1.86777
1.39092	1.86454
1.38850	1.85971
1.38689	1.85245
1.38769	1.85245
1.38689	1.84762
1.38447	1.84359
1.38527	1.84359
1.38527	1.83714
1.38930	1.83956
1.39172	1.82908
1.38850	1.82989
1.38769	1.82747
1.38769	1.82828
1.38769	1.82908
1.39172	1.82667
1.39172	1.82908
1.39333	1.83070
1.39495	1.83231
1.39656	1.83553
1.39978	1.83875
1.39817	1.84117
1.39495	1.84762
1.39575	1.85165
1.39172	1.85407
1.39011	1.85648
1.39011	1.86293
1.38527	1.86132
1.38527	1.86535
1.38689	1.86938
1.39092	1.87260
1.39172	1.87341
1.39253	1.86938
1.39495	1.87582
1.39736	1.87341
1.40139	1.87260
1.39817	1.87341
1.39978	1.87099
1.39736	1.86696
1.39495	1.86454
1.39978	1.85568
1.39656	1.85326
1.39736	1.85165
1.39656	1.84198
1.39736	1.83956
1.40059	1.83070
1.39817	1.82667
1.39897	1.82425
1.39978	1.81619
1.40059	1.81377
1.40300	1.80571
1.40139	1.80330
1.40139	1.80088
1.40059	1.79282
1.40139	1.79121
1.40462	1.78879
1.40059	1.78718
1.39978	1.78557
1.39656	1.78799
1.39495	1.78879
1.39333	1.79040
1.39172	1.79604
1.39172	1.80088
1.39172	1.80652
1.39253	1.81377
1.39253	1.82103
1.39172	1.83070
1.39253	1.84198
1.39253	1.85326
1.39333	1.86535
1.39656	1.87824
1.39495	1.89275
1.39495	1.90806
1.39656	1.92579
1.39656	1.94271
1.39656	1.95802
1.39495	1.97897
1.39575	1.99993
1.39495	2.02168
1.39495	2.04586
1.39978	2.06923
1.40059	2.09502
1.40059	2.12322
1.39817	2.15626
1.40139	2.18930
1.40462	2.22396
1.40059	2.26022
1.40139	2.29810
1.40300	2.34000
1.40139	2.38110
1.40381	2.42300
1.39817	2.46733
1.40059	2.51487
1.39817	2.56242
1.39736	2.61319
1.39414	2.66234
1.39011	2.71231
1.38689	2.75824
1.38205	2.80901
1.38044	2.85736
